device_id,industry,device_type,connectivity_type,sim_type,country,city,site_name,latitude,longitude
BICS-HEA-00019,Healthcare,Asset Tracking Tag,5G,eSIM,Belgium,Ghent,UZ Ghent,51.08134,3.723076
BICS-HEA-00020,Healthcare,Infusion Pump Monitor,NB-IoT,Traditional SIM,Belgium,Leuven,UZ Leuven,50.866937,4.685308
BICS-HEA-00021,Healthcare,Patient Monitor,4G,eSIM,Belgium,Leuven,UZ Leuven,50.874152,4.683383
BICS-HEA-00022,Healthcare,Asset Tracking Tag,5G,Traditional SIM,Belgium,Leuven,UZ Leuven,50.879527,4.661814
BICS-HEA-00023,Healthcare,Asset Tracking Tag,LTE-M,Traditional SIM,Belgium,Ghent,UZ Ghent,51.058986,3.718319
BICS-HEA-00024,Healthcare,Asset Tracking Tag,4G,Traditional SIM,Belgium,Brussels,Saint-Luc University Hospital,50.848755,4.411869
BICS-HEA-00025,Healthcare,Patient Monitor,4G,iSIM,Belgium,Brussels,UZ Brussel Hospital,50.813988,4.352445
BICS-HEA-00026,Healthcare,Infusion Pump Monitor,4G,Traditional SIM,Belgium,Leuven,UZ Leuven,50.862056,4.65976
BICS-HEA-00027,Healthcare,Patient Monitor,5G,eSIM,Belgium,Brussels,UZ Brussel Hospital,50.852808,4.333485
BICS-HEA-00028,Healthcare,Infusion Pump Monitor,4G,Traditional SIM,Belgium,Antwerp,UZA Antwerp,51.236992,4.406326
BICS-HEA-00029,Healthcare,Infusion Pump Monitor,NB-IoT,Traditional SIM,Belgium,Brussels,Saint-Luc University Hospital,50.849605,4.387894
BICS-HEA-00030,Healthcare,Infusion Pump Monitor,4G,eSIM,Belgium,Leuven,UZ Leuven,50.878558,4.659871
BICS-HEA-00031,Healthcare,Environmental Monitor,LTE-M,iSIM,Belgium,Brussels,Saint-Luc University Hospital,50.851003,4.369296
BICS-HEA-00032,Healthcare,Cold Chain Sensor,4G,iSIM,Belgium,Leuven,UZ Leuven,50.902942,4.67819
BICS-HEA-00033,Healthcare,Environmental Monitor,NB-IoT,Traditional SIM,Belgium,Liege,CHU de Liege,50.614676,5.569596
BICS-HEA-00034,Healthcare,Patient Monitor,5G,eSIM,Belgium,Liege,CHU de Liege,50.618638,5.574172
BICS-HEA-00035,Healthcare,Infusion Pump Monitor,5G,eSIM,Belgium,Ghent,UZ Ghent,51.013635,3.732019
BICS-HEA-00036,Healthcare,Infusion Pump Monitor,4G,eSIM,Belgium,Antwerp,UZA Antwerp,51.216143,4.400516
BICS-HEA-00037,Healthcare,Patient Monitor,4G,Traditional SIM,Belgium,Brussels,Saint-Luc University Hospital,50.827637,4.385788
BICS-HEA-00038,Healthcare,Patient Monitor,LTE-M,eSIM,Belgium,Ghent,UZ Ghent,51.011369,3.748644
BICS-HEA-00039,Healthcare,Patient Monitor,4G,Traditional SIM,Belgium,Leuven,UZ Leuven,50.869614,4.687402
BICS-HEA-00040,Healthcare,Infusion Pump Monitor,4G,iSIM,Belgium,Ghent,UZ Ghent,51.034997,3.717426
BICS-HEA-00041,Healthcare,Environmental Monitor,4G,Traditional SIM,Belgium,Brussels,UZ Brussel Hospital,50.84384,4.365611
BICS-HEA-00042,Healthcare,Patient Monitor,4G,eSIM,Belgium,Leuven,UZ Leuven,50.874249,4.665397
BICS-HEA-00043,Healthcare,Patient Monitor,LTE-M,eSIM,Belgium,Liege,CHU de Liege,50.649947,5.591547
BICS-HEA-00044,Healthcare,Asset Tracking Tag,LTE-M,eSIM,Belgium,Ghent,UZ Ghent,51.048973,3.728222
BICS-HEA-00045,Healthcare,Environmental Monitor,5G,eSIM,Belgium,Brussels,Saint-Luc University Hospital,50.846655,4.347526
BICS-HEA-00046,Healthcare,Patient Monitor,LTE-M,eSIM,Belgium,Antwerp,UZA Antwerp,51.23379,4.378811
BICS-HEA-00047,Healthcare,Patient Monitor,5G,iSIM,Belgium,Antwerp,UZA Antwerp,51.238902,4.404552
BICS-HEA-00048,Healthcare,Patient Monitor,4G,Traditional SIM,Belgium,Leuven,UZ Leuven,50.861334,4.667323
BICS-HEA-00049,Healthcare,Cold Chain Sensor,4G,eSIM,Belgium,Brussels,UZ Brussel Hospital,50.844165,4.328094
BICS-HEA-00050,Healthcare,Cold Chain Sensor,4G,iSIM,Belgium,Liege,CHU de Liege,50.639966,5.578207
BICS-HEA-00051,Healthcare,Patient Monitor,4G,Traditional SIM,Belgium,Ghent,UZ Ghent,51.043375,3.737446
BICS-HEA-00052,Healthcare,Patient Monitor,5G,iSIM,Belgium,Ghent,UZ Ghent,51.083802,3.732929
BICS-HEA-00053,Healthcare,Asset Tracking Tag,4G,Traditional SIM,Belgium,Antwerp,UZA Antwerp,51.197588,4.424363
BICS-HEA-00054,Healthcare,Environmental Monitor,5G,eSIM,Belgium,Brussels,Saint-Luc University Hospital,50.851194,4.409349
BICS-HEA-00055,Healthcare,Asset Tracking Tag,5G,eSIM,Belgium,Ghent,UZ Ghent,51.057425,3.705127
BICS-HEA-00056,Healthcare,Patient Monitor,LTE-M,Traditional SIM,Belgium,Liege,CHU de Liege,50.60377,5.580394
BICS-HEA-00057,Healthcare,Cold Chain Sensor,LTE-M,iSIM,Belgium,Ghent,UZ Ghent,51.044832,3.748902
BICS-HEA-00058,Healthcare,Cold Chain Sensor,LTE-M,eSIM,Belgium,Brussels,Saint-Luc University Hospital,50.860054,4.375672
BICS-HEA-00059,Healthcare,Cold Chain Sensor,4G,Traditional SIM,Belgium,Brussels,Saint-Luc University Hospital,50.850139,4.365625
BICS-HEA-00060,Healthcare,Infusion Pump Monitor,4G,Traditional SIM,Belgium,Antwerp,UZA Antwerp,51.228369,4.396831
BICS-HEA-00061,Healthcare,Patient Monitor,4G,eSIM,Belgium,Leuven,UZ Leuven,50.894767,4.669195
BICS-HEA-00062,Healthcare,Asset Tracking Tag,5G,eSIM,Belgium,Brussels,UZ Brussel Hospital,50.860771,4.342353
BICS-HEA-00063,Healthcare,Cold Chain Sensor,4G,iSIM,Belgium,Antwerp,UZA Antwerp,51.230317,4.427337
BICS-HEA-00064,Healthcare,Cold Chain Sensor,5G,Traditional SIM,Belgium,Liege,CHU de Liege,50.633813,5.577547
BICS-HEA-00065,Healthcare,Infusion Pump Monitor,4G,eSIM,Belgium,Brussels,UZ Brussel Hospital,50.846885,4.336517
BICS-HEA-00066,Healthcare,Asset Tracking Tag,5G,eSIM,Belgium,Ghent,UZ Ghent,51.026264,3.727708
BICS-HEA-00067,Healthcare,Asset Tracking Tag,NB-IoT,Traditional SIM,Belgium,Antwerp,UZA Antwerp,51.2036,4.428041
BICS-HEA-00068,Healthcare,Patient Monitor,4G,eSIM,Belgium,Antwerp,UZA Antwerp,51.225363,4.387604
BICS-HEA-00069,Healthcare,Cold Chain Sensor,5G,eSIM,Belgium,Antwerp,UZA Antwerp,51.222073,4.387415
BICS-HEA-00070,Healthcare,Patient Monitor,LTE-M,eSIM,Belgium,Brussels,UZ Brussel Hospital,50.874599,4.352345
BICS-HEA-00071,Healthcare,Environmental Monitor,LTE-M,eSIM,Belgium,Leuven,UZ Leuven,50.863511,4.675153
BICS-HEA-00072,Healthcare,Asset Tracking Tag,4G,iSIM,Belgium,Brussels,UZ Brussel Hospital,50.868606,4.370348
BICS-HEA-00073,Healthcare,Patient Monitor,5G,Traditional SIM,Belgium,Brussels,UZ Brussel Hospital,50.859074,4.344386
BICS-HEA-00074,Healthcare,Infusion Pump Monitor,5G,eSIM,Belgium,Brussels,UZ Brussel Hospital,50.835811,4.358811
BICS-HEA-00075,Healthcare,Cold Chain Sensor,NB-IoT,eSIM,Belgium,Liege,CHU de Liege,50.653549,5.573216
BICS-HEA-00076,Healthcare,Environmental Monitor,5G,iSIM,Belgium,Antwerp,UZA Antwerp,51.229779,4.415924
BICS-HEA-00077,Healthcare,Patient Monitor,LTE-M,iSIM,Belgium,Antwerp,UZA Antwerp,51.235285,4.408799
BICS-HEA-00078,Healthcare,Infusion Pump Monitor,5G,iSIM,Belgium,Brussels,UZ Brussel Hospital,50.864332,4.360522
BICS-HEA-00079,Healthcare,Asset Tracking Tag,5G,eSIM,Belgium,Liege,CHU de Liege,50.608659,5.587893
BICS-HEA-00080,Healthcare,Patient Monitor,5G,eSIM,Belgium,Brussels,Saint-Luc University Hospital,50.877756,4.382724
BICS-HEA-00081,Healthcare,Patient Monitor,NB-IoT,Traditional SIM,Belgium,Antwerp,UZA Antwerp,51.191265,4.410065
BICS-HEA-00082,Healthcare,Environmental Monitor,5G,Traditional SIM,Belgium,Brussels,Saint-Luc University Hospital,50.839778,4.406634
BICS-HEA-00083,Healthcare,Asset Tracking Tag,4G,iSIM,Belgium,Brussels,Saint-Luc University Hospital,50.861708,4.400784
BICS-HEA-00084,Healthcare,Environmental Monitor,5G,iSIM,Belgium,Leuven,UZ Leuven,50.861503,4.663553
BICS-HEA-00085,Healthcare,Asset Tracking Tag,4G,Traditional SIM,Belgium,Ghent,UZ Ghent,51.037161,3.780798
BICS-HEA-00086,Healthcare,Patient Monitor,4G,Traditional SIM,Belgium,Brussels,UZ Brussel Hospital,50.872945,4.341075
BICS-HEA-00087,Healthcare,Patient Monitor,LTE-M,eSIM,Belgium,Brussels,Saint-Luc University Hospital,50.835721,4.375246
BICS-HEA-00088,Healthcare,Environmental Monitor,4G,Traditional SIM,Belgium,Liege,CHU de Liege,50.631888,5.58031
BICS-HEA-00089,Healthcare,Infusion Pump Monitor,5G,iSIM,Belgium,Ghent,UZ Ghent,51.055837,3.729411
BICS-HEA-00090,Healthcare,Environmental Monitor,LTE-M,eSIM,Belgium,Antwerp,UZA Antwerp,51.234628,4.397229
BICS-HEA-00091,Healthcare,Patient Monitor,NB-IoT,eSIM,Belgium,Antwerp,UZA Antwerp,51.23152,4.413171
BICS-HEA-00092,Healthcare,Asset Tracking Tag,5G,Traditional SIM,Belgium,Liege,CHU de Liege,50.639841,5.579252
BICS-HEA-00093,Healthcare,Patient Monitor,LTE-M,eSIM,Belgium,Brussels,UZ Brussel Hospital,50.843066,4.350112
BICS-HEA-00094,Healthcare,Cold Chain Sensor,4G,eSIM,Belgium,Ghent,UZ Ghent,51.038952,3.725419
BICS-HEA-00095,Healthcare,Infusion Pump Monitor,4G,eSIM,Belgium,Ghent,UZ Ghent,51.066497,3.702531
BICS-HEA-00096,Healthcare,Infusion Pump Monitor,5G,Traditional SIM,Belgium,Brussels,Saint-Luc University Hospital,50.83835,4.384953
BICS-HEA-00097,Healthcare,Infusion Pump Monitor,4G,eSIM,Belgium,Leuven,UZ Leuven,50.873129,4.68831
BICS-HEA-00098,Healthcare,Environmental Monitor,4G,eSIM,Belgium,Ghent,UZ Ghent,51.076265,3.735567
BICS-HEA-00099,Healthcare,Asset Tracking Tag,4G,eSIM,Belgium,Brussels,Saint-Luc University Hospital,50.837871,4.405634
BICS-HEA-00100,Healthcare,Environmental Monitor,NB-IoT,eSIM,Belgium,Leuven,UZ Leuven,50.902526,4.656314
BICS-HEA-00101,Healthcare,Patient Monitor,4G,eSIM,Belgium,Brussels,UZ Brussel Hospital,50.865472,4.345643
BICS-HEA-00102,Healthcare,Cold Chain Sensor,LTE-M,eSIM,Belgium,Leuven,UZ Leuven,50.844881,4.689957
BICS-HEA-00103,Healthcare,Environmental Monitor,LTE-M,eSIM,Belgium,Antwerp,UZA Antwerp,51.227277,4.395052
BICS-HEA-00104,Healthcare,Cold Chain Sensor,4G,eSIM,Belgium,Brussels,UZ Brussel Hospital,50.83579,4.340495
BICS-HEA-00105,Healthcare,Infusion Pump Monitor,LTE-M,eSIM,Belgium,Brussels,UZ Brussel Hospital,50.83665,4.369792
BICS-HEA-00106,Healthcare,Infusion Pump Monitor,5G,eSIM,Belgium,Antwerp,UZA Antwerp,51.177068,4.410762
BICS-HEA-00107,Healthcare,Infusion Pump Monitor,LTE-M,eSIM,Belgium,Liege,CHU de Liege,50.634416,5.568189
BICS-HEA-00108,Healthcare,Environmental Monitor,LTE-M,Traditional SIM,Belgium,Ghent,UZ Ghent,51.044402,3.692928
BICS-HEA-00109,Healthcare,Patient Monitor,4G,eSIM,Belgium,Ghent,UZ Ghent,51.038328,3.754764
BICS-HEA-00110,Healthcare,Environmental Monitor,4G,eSIM,Belgium,Liege,CHU de Liege,50.630014,5.574128
BICS-HEA-00111,Healthcare,Cold Chain Sensor,4G,eSIM,Belgium,Liege,CHU de Liege,50.621097,5.58613
BICS-HEA-00112,Healthcare,Asset Tracking Tag,NB-IoT,eSIM,Belgium,Ghent,UZ Ghent,51.024577,3.702987
BICS-HEA-00113,Healthcare,Infusion Pump Monitor,4G,eSIM,Belgium,Brussels,UZ Brussel Hospital,50.856317,4.359176
BICS-HEA-00114,Healthcare,Patient Monitor,4G,Traditional SIM,Belgium,Leuven,UZ Leuven,50.907499,4.661968
BICS-HEA-00115,Healthcare,Infusion Pump Monitor,4G,Traditional SIM,Belgium,Leuven,UZ Leuven,50.875594,4.665743
BICS-HEA-00116,Healthcare,Patient Monitor,4G,Traditional SIM,Belgium,Brussels,UZ Brussel Hospital,50.845802,4.338187
BICS-HEA-00117,Healthcare,Infusion Pump Monitor,4G,Traditional SIM,Belgium,Brussels,Saint-Luc University Hospital,50.836687,4.3692
BICS-HEA-00118,Healthcare,Cold Chain Sensor,LTE-M,Traditional SIM,Belgium,Leuven,UZ Leuven,50.901578,4.687196
BICS-HEA-00119,Healthcare,Cold Chain Sensor,4G,eSIM,Belgium,Liege,CHU de Liege,50.624025,5.593566
BICS-HEA-00120,Healthcare,Infusion Pump Monitor,5G,eSIM,Belgium,Ghent,UZ Ghent,51.024338,3.701984
BICS-HEA-00121,Healthcare,Environmental Monitor,4G,eSIM,Belgium,Brussels,Saint-Luc University Hospital,50.850501,4.405806
BICS-HEA-00122,Healthcare,Infusion Pump Monitor,5G,eSIM,Belgium,Leuven,UZ Leuven,50.897339,4.658196
BICS-HEA-00123,Healthcare,Patient Monitor,4G,eSIM,Belgium,Brussels,UZ Brussel Hospital,50.836638,4.341799
BICS-HEA-00124,Healthcare,Patient Monitor,5G,eSIM,Belgium,Liege,CHU de Liege,50.629509,5.577496
BICS-HEA-00125,Healthcare,Infusion Pump Monitor,LTE-M,Traditional SIM,Belgium,Brussels,Saint-Luc University Hospital,50.830142,4.3906
BICS-HEA-00126,Healthcare,Cold Chain Sensor,4G,Traditional SIM,Belgium,Antwerp,UZA Antwerp,51.213524,4.415595
BICS-HEA-00127,Healthcare,Cold Chain Sensor,NB-IoT,Traditional SIM,Belgium,Leuven,UZ Leuven,50.899839,4.690966
BICS-HEA-00128,Healthcare,Cold Chain Sensor,NB-IoT,Traditional SIM,Belgium,Liege,CHU de Liege,50.629751,5.556321
BICS-HEA-00129,Healthcare,Cold Chain Sensor,5G,eSIM,Belgium,Ghent,UZ Ghent,51.033489,3.743415
BICS-HEA-00130,Healthcare,Infusion Pump Monitor,NB-IoT,eSIM,Belgium,Brussels,Saint-Luc University Hospital,50.832669,4.393905
BICS-HEA-00131,Healthcare,Patient Monitor,4G,eSIM,Belgium,Antwerp,UZA Antwerp,51.215042,4.42648
BICS-HEA-00132,Healthcare,Infusion Pump Monitor,4G,Traditional SIM,Belgium,Brussels,Saint-Luc University Hospital,50.833288,4.377407
BICS-HEA-00133,Healthcare,Cold Chain Sensor,4G,eSIM,Belgium,Ghent,UZ Ghent,51.040704,3.707177
BICS-HEA-00134,Healthcare,Cold Chain Sensor,4G,eSIM,Belgium,Brussels,Saint-Luc University Hospital,50.823007,4.39329
BICS-HEA-00135,Healthcare,Cold Chain Sensor,LTE-M,eSIM,Belgium,Brussels,Saint-Luc University Hospital,50.852416,4.410286
BICS-HEA-00136,Healthcare,Cold Chain Sensor,LTE-M,iSIM,Belgium,Brussels,Saint-Luc University Hospital,50.853436,4.362002
BICS-HEA-00137,Healthcare,Patient Monitor,4G,eSIM,Belgium,Brussels,Saint-Luc University Hospital,50.837112,4.393804
BICS-HEA-00138,Healthcare,Cold Chain Sensor,LTE-M,eSIM,Belgium,Brussels,UZ Brussel Hospital,50.833844,4.350375
BICS-HEA-00139,Healthcare,Asset Tracking Tag,NB-IoT,eSIM,Belgium,Brussels,UZ Brussel Hospital,50.859958,4.374824
BICS-HEA-00140,Healthcare,Cold Chain Sensor,4G,eSIM,Belgium,Brussels,UZ Brussel Hospital,50.842625,4.351522
BICS-HEA-00141,Healthcare,Cold Chain Sensor,4G,eSIM,Belgium,Brussels,UZ Brussel Hospital,50.855917,4.356821
BICS-HEA-00142,Healthcare,Infusion Pump Monitor,4G,eSIM,Belgium,Ghent,UZ Ghent,51.049282,3.704262
BICS-HEA-00143,Healthcare,Asset Tracking Tag,LTE-M,Traditional SIM,Belgium,Ghent,UZ Ghent,51.065024,3.727792
BICS-HEA-00144,Healthcare,Cold Chain Sensor,LTE-M,eSIM,Belgium,Antwerp,UZA Antwerp,51.227954,4.411436
BICS-HEA-00145,Healthcare,Asset Tracking Tag,4G,iSIM,Belgium,Antwerp,UZA Antwerp,51.219533,4.43108
BICS-HEA-00146,Healthcare,Asset Tracking Tag,5G,eSIM,Belgium,Brussels,UZ Brussel Hospital,50.857842,4.363756
BICS-HEA-00147,Healthcare,Cold Chain Sensor,LTE-M,iSIM,Belgium,Leuven,UZ Leuven,50.864014,4.636111
BICS-HEA-00148,Healthcare,Patient Monitor,LTE-M,eSIM,Belgium,Ghent,UZ Ghent,51.06139,3.732736
BICS-HEA-00149,Healthcare,Infusion Pump Monitor,4G,eSIM,Belgium,Ghent,UZ Ghent,51.057271,3.733107
BICS-HEA-00150,Healthcare,Environmental Monitor,LTE-M,Traditional SIM,Belgium,Liege,CHU de Liege,50.650366,5.569415
BICS-HEA-00151,Healthcare,Infusion Pump Monitor,5G,Traditional SIM,Belgium,Ghent,UZ Ghent,51.042622,3.727845
BICS-HEA-00152,Healthcare,Environmental Monitor,LTE-M,Traditional SIM,Belgium,Ghent,UZ Ghent,51.038891,3.717004
BICS-HEA-00153,Healthcare,Infusion Pump Monitor,5G,iSIM,Belgium,Brussels,Saint-Luc University Hospital,50.833676,4.383102
BICS-HEA-00154,Healthcare,Cold Chain Sensor,LTE-M,eSIM,Belgium,Antwerp,UZA Antwerp,51.199251,4.416179
BICS-HEA-00155,Healthcare,Infusion Pump Monitor,5G,eSIM,Belgium,Ghent,UZ Ghent,51.076899,3.72927
BICS-HEA-00156,Healthcare,Asset Tracking Tag,4G,iSIM,Belgium,Liege,CHU de Liege,50.620026,5.589856
BICS-HEA-00157,Healthcare,Environmental Monitor,5G,Traditional SIM,Belgium,Ghent,UZ Ghent,51.023443,3.723581
BICS-HEA-00158,Healthcare,Asset Tracking Tag,4G,eSIM,Belgium,Ghent,UZ Ghent,51.052169,3.725694
BICS-HEA-00159,Healthcare,Environmental Monitor,4G,Traditional SIM,Belgium,Antwerp,UZA Antwerp,51.193569,4.390097
BICS-HEA-00160,Healthcare,Patient Monitor,4G,Traditional SIM,Belgium,Liege,CHU de Liege,50.62918,5.58093
BICS-HEA-00161,Healthcare,Asset Tracking Tag,NB-IoT,eSIM,Belgium,Brussels,UZ Brussel Hospital,50.862449,4.3384
BICS-HEA-00162,Healthcare,Cold Chain Sensor,5G,Traditional SIM,Belgium,Leuven,UZ Leuven,50.879465,4.678185
BICS-HEA-00163,Healthcare,Infusion Pump Monitor,4G,eSIM,Belgium,Liege,CHU de Liege,50.646933,5.585243
BICS-HEA-00164,Healthcare,Asset Tracking Tag,5G,eSIM,Belgium,Leuven,UZ Leuven,50.871634,4.664394
BICS-HEA-00165,Healthcare,Environmental Monitor,LTE-M,eSIM,Belgium,Brussels,Saint-Luc University Hospital,50.829286,4.381502
BICS-HEA-00166,Healthcare,Cold Chain Sensor,4G,eSIM,Belgium,Brussels,Saint-Luc University Hospital,50.84536,4.388702
BICS-HEA-00167,Healthcare,Environmental Monitor,LTE-M,Traditional SIM,Belgium,Ghent,UZ Ghent,51.044398,3.723269
BICS-HEA-00168,Healthcare,Environmental Monitor,LTE-M,Traditional SIM,Belgium,Brussels,Saint-Luc University Hospital,50.844186,4.381662
BICS-HEA-00169,Healthcare,Infusion Pump Monitor,LTE-M,Traditional SIM,Belgium,Brussels,Saint-Luc University Hospital,50.837382,4.370414
BICS-HEA-00170,Healthcare,Environmental Monitor,5G,Traditional SIM,Belgium,Ghent,UZ Ghent,51.048255,3.704964
BICS-HEA-00171,Healthcare,Asset Tracking Tag,4G,Traditional SIM,Belgium,Brussels,Saint-Luc University Hospital,50.832062,4.401109
BICS-HEA-00172,Healthcare,Environmental Monitor,4G,eSIM,Belgium,Liege,CHU de Liege,50.632956,5.580577
BICS-HEA-00173,Healthcare,Cold Chain Sensor,NB-IoT,eSIM,Belgium,Brussels,Saint-Luc University Hospital,50.83787,4.375468
BICS-HEA-00174,Healthcare,Infusion Pump Monitor,5G,eSIM,Belgium,Antwerp,UZA Antwerp,51.217991,4.419855
BICS-HEA-00175,Healthcare,Infusion Pump Monitor,LTE-M,eSIM,Belgium,Ghent,UZ Ghent,51.021391,3.732958
BICS-HEA-00176,Healthcare,Environmental Monitor,5G,eSIM,Belgium,Brussels,UZ Brussel Hospital,50.845406,4.340364
BICS-HEA-00177,Healthcare,Cold Chain Sensor,4G,Traditional SIM,Belgium,Liege,CHU de Liege,50.656361,5.609656
BICS-HEA-00178,Healthcare,Asset Tracking Tag,4G,Traditional SIM,Belgium,Antwerp,UZA Antwerp,51.221054,4.409665
BICS-HEA-00179,Healthcare,Environmental Monitor,LTE-M,eSIM,Belgium,Antwerp,UZA Antwerp,51.192764,4.419535
BICS-HEA-00180,Healthcare,Environmental Monitor,5G,eSIM,Belgium,Liege,CHU de Liege,50.620103,5.598107
BICS-HEA-00181,Healthcare,Asset Tracking Tag,4G,Traditional SIM,Belgium,Ghent,UZ Ghent,51.029781,3.717916
BICS-HEA-00182,Healthcare,Cold Chain Sensor,4G,iSIM,Belgium,Antwerp,UZA Antwerp,51.23196,4.409754
BICS-HEA-00183,Healthcare,Asset Tracking Tag,4G,Traditional SIM,Belgium,Brussels,UZ Brussel Hospital,50.823515,4.366814
BICS-HEA-00184,Healthcare,Cold Chain Sensor,4G,Traditional SIM,Belgium,Liege,CHU de Liege,50.654508,5.585861
BICS-HEA-00185,Healthcare,Infusion Pump Monitor,4G,iSIM,Belgium,Brussels,UZ Brussel Hospital,50.842784,4.346623
BICS-HEA-00186,Healthcare,Cold Chain Sensor,4G,Traditional SIM,Belgium,Ghent,UZ Ghent,51.058066,3.735726
BICS-HEA-00187,Healthcare,Cold Chain Sensor,5G,Traditional SIM,Belgium,Ghent,UZ Ghent,51.058214,3.723629
BICS-HEA-00188,Healthcare,Patient Monitor,4G,eSIM,Belgium,Liege,CHU de Liege,50.651376,5.582591
BICS-HEA-00189,Healthcare,Environmental Monitor,LTE-M,eSIM,Belgium,Brussels,UZ Brussel Hospital,50.832025,4.368619
BICS-HEA-00190,Healthcare,Environmental Monitor,5G,eSIM,Belgium,Liege,CHU de Liege,50.627331,5.571966
BICS-HEA-00191,Healthcare,Environmental Monitor,4G,eSIM,Belgium,Brussels,UZ Brussel Hospital,50.848117,4.361192
BICS-HEA-00192,Healthcare,Environmental Monitor,5G,eSIM,Belgium,Ghent,UZ Ghent,51.022304,3.721194
BICS-HEA-00193,Healthcare,Cold Chain Sensor,5G,Traditional SIM,Belgium,Liege,CHU de Liege,50.625522,5.581156
BICS-HEA-00194,Healthcare,Patient Monitor,4G,Traditional SIM,Belgium,Antwerp,UZA Antwerp,51.242866,4.410908
BICS-HEA-00195,Healthcare,Environmental Monitor,4G,eSIM,Belgium,Ghent,UZ Ghent,51.033491,3.728934
BICS-HEA-00196,Healthcare,Infusion Pump Monitor,4G,Traditional SIM,Belgium,Ghent,UZ Ghent,51.054419,3.717771
BICS-HEA-00197,Healthcare,Asset Tracking Tag,4G,eSIM,Belgium,Brussels,Saint-Luc University Hospital,50.843286,4.385028
BICS-HEA-00198,Healthcare,Asset Tracking Tag,4G,Traditional SIM,Belgium,Brussels,UZ Brussel Hospital,50.854177,4.364211
BICS-HEA-00199,Healthcare,Environmental Monitor,4G,Traditional SIM,Belgium,Brussels,UZ Brussel Hospital,50.837356,4.342951
BICS-HEA-00200,Healthcare,Infusion Pump Monitor,5G,Traditional SIM,Belgium,Liege,CHU de Liege,50.645967,5.590888
BICS-IND-00001,Industrial Manufacturing,Environmental Sensor,LTE-M,eSIM,Belgium,Hasselt,Genk Auto Assembly,50.91857,5.327519
BICS-IND-00002,Industrial Manufacturing,Vibration Sensor,4G,eSIM,Belgium,Charleroi,Charleroi Steel Works,50.413876,4.448309
BICS-IND-00003,Industrial Manufacturing,Vibration Sensor,5G,iSIM,Belgium,Charleroi,Charleroi Steel Works,50.407246,4.454099
BICS-IND-00004,Industrial Manufacturing,CNC Machine Monitor,5G,Traditional SIM,Belgium,Hasselt,Genk Auto Assembly,50.958995,5.341555
BICS-IND-00005,Industrial Manufacturing,CNC Machine Monitor,4G,Traditional SIM,Belgium,Antwerp,Port of Antwerp Industrial Zone,51.278995,4.354186
BICS-IND-00006,Industrial Manufacturing,Power Meter,5G,eSIM,Belgium,Liege,Liege Aerospace Park,50.620051,5.622548
BICS-IND-00007,Industrial Manufacturing,Power Meter,5G,eSIM,Belgium,Liege,Liege Aerospace Park,50.631362,5.650674
BICS-IND-00008,Industrial Manufacturing,Pressure Gauge,4G,eSIM,Belgium,Antwerp,Port of Antwerp Industrial Zone,51.299187,4.347932
BICS-IND-00009,Industrial Manufacturing,Vibration Sensor,4G,eSIM,Belgium,Antwerp,Port of Antwerp Industrial Zone,51.279996,4.369607
BICS-IND-00010,Industrial Manufacturing,Conveyor Belt Monitor,4G,Traditional SIM,Belgium,Ghent,Ghent Chemical Cluster,51.044171,3.715048
BICS-IND-00011,Industrial Manufacturing,Conveyor Belt Monitor,4G,eSIM,Belgium,Hasselt,Genk Auto Assembly,50.950902,5.315206
BICS-IND-00012,Industrial Manufacturing,Pressure Gauge,LTE-M,eSIM,Belgium,Antwerp,Port of Antwerp Industrial Zone,51.271734,4.347391
BICS-IND-00013,Industrial Manufacturing,Conveyor Belt Monitor,4G,eSIM,Belgium,Antwerp,Port of Antwerp Industrial Zone,51.305083,4.371303
BICS-IND-00014,Industrial Manufacturing,Power Meter,5G,eSIM,Belgium,Liege,Liege Aerospace Park,50.608857,5.60861
BICS-IND-00015,Industrial Manufacturing,Vibration Sensor,4G,eSIM,Belgium,Ghent,Ghent Chemical Cluster,51.077911,3.734058
BICS-IND-00016,Industrial Manufacturing,Power Meter,4G,Traditional SIM,Belgium,Hasselt,Genk Auto Assembly,50.91976,5.325717
BICS-IND-00017,Industrial Manufacturing,Pressure Gauge,4G,Traditional SIM,Belgium,Hasselt,Genk Auto Assembly,50.913387,5.355665
BICS-IND-00018,Industrial Manufacturing,Pressure Gauge,5G,Traditional SIM,Belgium,Antwerp,Port of Antwerp Industrial Zone,51.272394,4.337106
BICS-IND-00019,Industrial Manufacturing,Power Meter,LTE-M,iSIM,Belgium,Ghent,Ghent Chemical Cluster,51.077392,3.734265
BICS-IND-00020,Industrial Manufacturing,Power Meter,LTE-M,Traditional SIM,Belgium,Mechelen,Mechelen Tech Campus,51.0258,4.502137
BICS-IND-00021,Industrial Manufacturing,Pressure Gauge,LTE-M,Traditional SIM,Belgium,Mechelen,Mechelen Tech Campus,50.999251,4.488776
BICS-IND-00022,Industrial Manufacturing,Vibration Sensor,NB-IoT,eSIM,Belgium,Hasselt,Genk Auto Assembly,50.946906,5.345255
BICS-IND-00023,Industrial Manufacturing,CNC Machine Monitor,5G,iSIM,Belgium,Antwerp,Port of Antwerp Industrial Zone,51.281365,4.367871
BICS-IND-00024,Industrial Manufacturing,Pressure Gauge,5G,eSIM,Belgium,Hasselt,Genk Auto Assembly,50.909038,5.315837
